dataset,split,text,label,multilabel
b,train,Let’s put a dog back on the White House! #BidenHarris2020 http,0,
b,train,President @user has stood by the principle that every parent should be able to choose their child's school regardless of zip code or income. There are children across America who are trapped in failing schools and Joe Biden and Kamala Harris want to end school choice. http,0,
b,train,@user The email? Sure [NEWLINE]&gt; A niece of mine told me that a group women she knows are wearing pearls next[NEWLINE]Tuesday as a tribute to Ruth Bader Ginsburg and to send positive vibes for[NEWLINE]Biden.  I thought it was a clever idea and thought I would pass it on!!  &lt;,0,
b,train,MUST SEE: New Trump Ad Reminds Voters of the WORST Crime Kamala and Joe ... http via @user Biden &amp; Harris Instigate and Support the Violence  of Rioters in Cities Across America Its part of D DemocRat Play Book @user @user @user http,0,
b,train,"Over 200,000 dead, nearly 7mil infected, but trump thinks this is fine. #VoteBiden #VoteBlue2020 [NEWLINE]https://t.co/MEChPi7RbT",0,
b,train,I’m done with all of these men who think their platforms are more important than the Country.  #Charlamagne #IceCube #50cent  http,0,
b,train,That’s a good one Dan! Well done [NEWLINE][NEWLINE]#BidenHarris2020 http,0,
b,train,"Just seen Air Force One land in Charleston, where's the rally at this weekend?!?? Let's roar!! #trump2020 @user",0,
b,train,Gonna make a fat bowl of popcorn and watch the debate tonight. 🍿[NEWLINE]#BidenHarris2020,0,
b,train,Check out Moe Hendrxx's video! #TikTok #mikereese STOP LYING ON PEOPLE!! 🤣🤣😂😂😂😂😂😂😂😂#BidenHarris2020 #TrumpLies  http,0,
b,train,"@user @user @user Okay. We'll see. The left won't be happy until the walls are finally finished, and the guns are pointed inward rather than outward. Eventually, they will get everything they want. History is cyclical.  #Trump2020",0,
b,train,"Rudy Giuliani’s Daughter Caroline on Voting for Joe Biden. “Please, Everyone, Vote for Joe Biden and Kamala Harris.” http",0,
b,train,@user @user Who cares.... trump needs to go.   They aren't trying to handle pandemic. All the problems of joe and kamala irrelevamt at the moment.  #votetrumpout #endthechaos  http,0,
b,train,"This article is all about voter suppression tactics in Texas..but it is a great example of why we MUST abolish Electoral Votes. SCROLL down in the article and watch the video, “RIGGED.”🔻🔻[NEWLINE]#BidenHarris2020 #PRU #GTCBlue  http",0,
b,train,"@user because that's all they got, really grasping at straws now...[NEWLINE]#trump2020",0,
b,train,@user It's actually become common practice to openly engage your irrational stupidity for all the world to see. I never wanted to be aware that people were this ugly on the inside &amp; I never had any idea that there were so many. It's really disheartening. That being said..#TRUMP2020 😜,0,
b,train,"Thank you Mike Bloomberg. We are donating to lesser known Senate candidates inc. Mike Espy (MS), Theresa GREENFIELD in Iowa, and Barbara Bollier in KS! #VoteBlue2020 #VoteEarly  #RBGRIP http",0,
b,train,Trump just murdered that rally putting Joe and Kamala on a big screen lying about fracking that was amazing,0,
b,train,Catholic wife of Judge Robert Bork breaks silence: Joe Biden ‘is not somebody that would make a good president’ http,0,
b,train,Donald Trump claimed last night that he won 3-4 Nobel Prizes. He won ZERO.[NEWLINE][NEWLINE]Is he more a liar or demented clown? [NEWLINE]🤔,0,
b,train,"So if its ok to say, ""When Chuck Norris jumps in the water, he doesn't get wet, the water gets Chuck Norrised""[NEWLINE][NEWLINE]Would it be ok to say, ""When Donald Trump gets COVID19, he doesnt get sick, COVID19 gets Trumped""[NEWLINE][NEWLINE]#Trump2020",0,
b,train,"@user @user And then... If you live in America, let's vote early for Joe Biden &amp; Kamala Harris like Armie Hammer did 😁👍🏼💙 http",0,
b,train,"@user Can’t breathe? Then maybe don’t take fentanyl, and at a rate 3X higher than needed to kill the average person #GodBlessAmerica #Trump2020",0,
b,train,It's really just that simple #VoteBlue2020 http,0,
b,train,"Trump song cont'd:[NEWLINE]How could you believe me when you know I've been a liar[NEWLINE]Nothing but a liar, all my doggone cheatin' life[NEWLINE]You're really naive to ever believe a full of baloney phoney like me[NEWLINE]How could you believe me when you know I've been a liar,  all my life. #Biden2020",0,
b,train,"@user The main &amp; most important reason that America needs Joe Biden &amp; Kamala Harris who will work to defeat this virus, not ignore it.",0,
b,train,"Did Joe Biden just OPEN his speech right now saying that he is Kamala's running mate?!?!?![NEWLINE][NEWLINE]And then DOUBLE DOWN on it by saying: ""You think I'm kidding?""",0,
b,train,"@user I have four gen z voters in Georgia, not from Atlanta. Only one has voted in a previous Presidential election. [NEWLINE]#Vote[NEWLINE]#BidenHarris2020",0,
b,train,@user @user !!!!!And contact your local Democratic Party to volunteer esp in swing states or where you can #FlipTheSenate #BidenHarris2020,0,
b,train,#ConspiracyTrump has NEVER known a conspiracy that couldn't HELP HIM to gain more power. #Trump2020 is the TRUE CRIMINAL - #negligent homocide.[NEWLINE][NEWLINE]#GOPfascism #GOPBetrayedAmerica #TrumpVirus is KILLING Americans #AmericaFirst in WORLD DEATHS![NEWLINE][NEWLINE]#VoteBidenHarrisToSaveAmerica,0,
b,train,@user 45 is a great number.  #Trump2020,0,
b,train,"@user @user @user Obama was a stronger candidate than Biden and Trump beat Clinton and to be honest, she's a stronger candidate even with all her baggage.",0,
b,train,#Democrats Voters vs. Politicians $$$[NEWLINE][NEWLINE]With @user and @user it’s ALL ABOUT the MONEY [NEWLINE][NEWLINE]#woke #BlackLivesMatter #AllLivesMattter [NEWLINE][NEWLINE]Vote #Trump2020 #MAGA #KAG #AmericaFirst http,0,
b,train,"@user @user If he does that, Trump will say he's afraid he won't have any viewers on if they're on at the same time.  [NEWLINE][NEWLINE]Just everyone show up to the Biden one, never change to the other channel &amp; instead catch the lowlights later and laugh on Twitter when Trump cried about ratings!",0,
b,train,@user Bring them back!!![NEWLINE]#Trump2020,0,
b,train,"Surprise!!![NEWLINE] October 13th... get your snacks &amp; blanket ready to sit &amp; watch all the things we did/didn't know, and apply what we just found out (but still expected) about #DonTheCon's 🐃💩 #Gaslighting #Covid19 response/lack of response. #DumpTrump2020[NEWLINE] #Vote #Biden2020 [NEWLINE]#Resist http",1,
b,train,"This ""Uyghur Expert"" asserts ""Trump didn't incarcerate my mother"", framing his nation as better-still than China.[NEWLINE][NEWLINE]Atrocity propaganda against China allows white Americans to play down their massacre of black citizenry, immigrant concentration camps, and murder in MENA and LatAm. http",0,
b,train,@user please tell @user &amp; folks dexamethasone is a steroid that can SUPPRESS a fever. [NEWLINE][NEWLINE]#drconley is a liar by omission. Not a good look for @user or the military. Pathetic. [NEWLINE][NEWLINE]#VoteBidenHarris2020 #VoteBlue2020,0,
b,train,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Thanks Jack...was already following most but did add a couple to my list!! #RIPRBG #VoteBlueToSaveAmerica #VoteBidenHarris2020,0,
b,train,Trucker for Trump http,0,
b,train,@user @user @user @user those cookies look delicious 😋 I just sent in my vote today! #BidenHarris2020,0,
b,train,Read this. It’s time to Vote. That’s it. That is our strategy.  #BlueWave2020 #Biden2020 #americaneedsbiden http,0,
b,train,@user @user Love not hate! Hahahahah TRUMP 2020 MFCKAAAAAAA!!! &lt;3,1,
b,train,"Aside from all the ‘Sleepy Joe’ rhetoric, this must seriously concern American voters. The man is simply not well. A vote for Biden is really just a vote for Kamala at this point. http",0,
b,train,"Donald Trump's 'Quiet Acts of Random Kindness'[NEWLINE][NEWLINE]Such a disgusting, vile, selfish, racist, bigoted, bad orange man!! [NEWLINE]#BidenHarris2020 #DNC #TrumpIsARacist #Trump  http",1,
b,train,"@user @user @user @user @user @user @user @user @user @user Biden always lies!  I cannot understand anyone who believes Joe! [NEWLINE]Kamala would rise taxes, reduce social security &amp; Medicare benefits &amp; triples the price of energy &amp; starts new wars![NEWLINE][NEWLINE]Vote for Trump &amp; save America",0,
b,train,#fillthatseat and help us reach 500 followers today! [NEWLINE]#MAGA #KAG #RBG #Trump2020 #Trump2020LandslideVictory,0,
b,train,@user “American voters DONT DESERVE to KNOW what I’m gonna do to the USA!” says China Joe Biden[NEWLINE][NEWLINE]BIDEN PLAN = He wants to turn the USA into a BANANA REPUBLIC but won’t tell you what he’s gonna do w/ RADICAL KAMALA until ‘after’ you vote him in???[NEWLINE][NEWLINE]OK Joe YEAH SURE we trust you...🙄🙄 http,1,
b,train,"@user Yep, that’s why Court Packing Pelosi  told people to come down to China Town &amp; went on holiday and got her hair dyed... f*ck the workers, this is about Trump. She’ll pretend it’s for workers in the long term, but she’s been there decades and done nothing so it’s just a lie...",1,
b,train,"@user If you support Biden Harris, you need to oversee everything, not just allow them to put in a fascist cabinet, because they're joe and kamala.  Joe spent his career marginalizing people and prioritizing The Chamber of Commerce basically, so to really support them be strict",0,
b,train,@user And @user and @user are baby killers #Trump2020,1,
b,train,@user Fay I is on cnn saying Trump used his words out of context.,0,
b,train,"I was gonna “eeny meeny miney moe” it in the voting booth but I think ima go with Biden after last nights debate. Trump is to childish for his age. Very entertaining, but very childish. #Biden2020 I guess 🤷🏻‍♀️",0,
b,train,"Trump's hubris &amp; science-denial has led directly to Trump's diagnosis. Enough is enough. [NEWLINE][NEWLINE]Under #BidenHarris2020, we need to ensure that we have a robust national response to protect America. http",0,
b,train,Who do you trust?[NEWLINE][NEWLINE]#MAGA #KAG[NEWLINE]#Trump2020 http,0,
b,train,@user God's gift will be sending you to the gates of hell.  What an atrocious comment to make being happy people are dead...   But thanks for wearing red. @user #Trump2020,0,
b,train,Can the CEO of @user also share some of that experimental cocktail that trump took with the black and low income communities where the Coronavirus is hitting them hard?[NEWLINE][NEWLINE]#coronavirus #TrumpHasCovid #TrumpVirus #BidenHarris2020,0,
b,train,"""New accounts from the scene raise questions [RAISE QUESTIONS??????] about whether Michael Reinoehl, suspected of killing a far-right Trump supporter, pulled out a gun before officers fatally shot him."" http",0,
b,train,"Donald Trump will be Crown King of the u.s. 2021, President.[NEWLINE][NEWLINE]Obama a true waste so what do you think Joe Biden would be?[NEWLINE][NEWLINE]A waste to our democracy, and Kamala  Harris may be better off working in a store some where, waste.",0,
b,train,"So when does @user take over for decrepit Joe? O/u is set on April 1st when Biden “steps down due to health reasons”[NEWLINE][NEWLINE]Wall St wants Kamala as President, not Biden #Election2020",0,
b,train,@user @user Wow so they either keep forgetting who's on the ballot or they REALLY ran out of places to try to dig up dirt on Biden.,0,
b,train,@user @user @user Bozo would have a better record to run on then sleepy joe who does not know if he is running for the senate or president most of the time. He is losing his mind.  So I guess you are voting for Kamala or any one else who will destroy America!![NEWLINE]🇺🇸🇺🇸🇺🇸TRUMP🇺🇸🇺🇸🇺🇸,1,
b,train,@user @user Don’t be silly... the rules don’t apply to Harris. Obvi,0,
b,train,"With #Biden bombshells dropping daily, and the latest revelations from #Bobulinski tying @user directly to #HunterBiden's business dealings...[NEWLINE][NEWLINE]If you live in #Michigan &amp; want to #ChangeYourVote, check out this site for more information:[NEWLINE][NEWLINE]https://t.co/9bAnqjUNVw[NEWLINE][NEWLINE]#Trump2020 http",0,
b,train,@user Been saying that since March!!! #EightMoreYears[NEWLINE]#TRUMP2020 #TRUMP2024,0,
b,train,#Senate #Democrats cite #coronavirus in latest effort to delay Amy Coney Barrett #confirmation #Trump2020[NEWLINE][NEWLINE]Details 🔽[NEWLINE]https://t.co/nLYMIdjUXn,0,
b,train,If you cannot firmly denounce white supremacy and instead say “stand back and stand by”....you’re a racist and continue to divide the nation. [NEWLINE][NEWLINE]You had your chance and instead you continued a racist narrative. Disgusting. 😥[NEWLINE][NEWLINE]#BidenHarris2020,0,
b,train,"@user He leads in PA — and in MI, and in WI — and in AZ, all by wide margins.  Why?  Because your entire presidency has been a disaster.  Time to up your COVID medication... #biden2020",0,
b,train,Oof man I’ve never been happier to be #Canadian I am hoping that the election ends his reign of tierney [NEWLINE]til then to all of my American friends and followers my thoughts are with you and the entire nation #TrumpIsANationalDisgrace #TrumpTyrant #TrumpLied200KDied #BidenHarris2020 http,1,
